radiation,city,state,extra,county,latitude,longitude,postal_code,state_code
1204.0,Hagen,Nordrhein-Westfalen,Reg.-Bez. Arnsberg,"Hagen, Stadt",51.3801,7.4394,58089,NW
1203.0,Wolfsburg,Niedersachsen,,"Wolfsburg, Stadt",52.3808,10.8285,38446,NI
1203.0,Habichtswald,Hessen,Regierungsbezirk Kassel,Kassel,51.3285,9.3392,34317,HE
1202.0,Menden,Nordrhein-Westfalen,Reg.-Bez. Arnsberg,Märkischer Kreis,51.4553,7.7764,58708,NW
1202.0,Remscheid,Nordrhein-Westfalen,Reg.-Bez. Düsseldorf,"Remscheid, Stadt",51.1775,7.1661,42857,NW
1202.0,Pinnow,Brandenburg,,Landkreis Uckermark,53.062,14.0856,16278,BB
1201.0,Delbrück,Nordrhein-Westfalen,Reg.-Bez. Detmold,Paderborn,51.7802,8.484,33129,NW
1200.0,Kassel,Hessen,Regierungsbezirk Kassel,"Kassel, documenta-Stadt",51.3056,9.4652,34121,HE
1199.0,Fehrbellin Königshorst,Brandenburg,,Landkreis Ostprignitz-Ruppin,52.7167,12.8,16833,BB
1199.0,Neustadt (Hessen),Hessen,Reg.-Bez. Gießen,Marburg-Biedenkopf,50.85,9.1167,35279,HE
1198.0,Lunow-Stolzenhagen,Brandenburg,,Landkreis Barnim,52.9333,14.1083,16248,BB
1195.0,Borgentreich,Nordrhein-Westfalen,Reg.-Bez. Detmold,Höxter,51.5692,9.2411,34434,NW
1194.0,Altenberge,Nordrhein-Westfalen,Reg.-Bez. Münster,Steinfurt,52.05,7.4667,48341,NW
1194.0,Bad Nenndorf Waltringhausen,Niedersachsen,,Landkreis Schaumburg,52.3429,9.4052,31542,NI
1193.0,Volkmarsen,Hessen,Regierungsbezirk Kassel,Landkreis Waldeck-Frankenberg,51.409,9.1181,34471,HE
1193.0,Bücken,Niedersachsen,,Landkreis Nienburg/Weser,52.7788,9.1337,27333,NI
1192.0,Suhl,Thüringen,,Kreisfreie Stadt Suhl,50.6,10.7,98528,TH
1192.0,Hennigsdorf,Brandenburg,,Landkreis Oberhavel,52.636,13.2042,16761,BB
1192.0,Fehmarn,Schleswig-Holstein,,Kreis Ostholstein,54.4378,11.1935,23769,SH
1192.0,Seeheilbad Graal-Müritz,Mecklenburg-Vorpommern,,Landkreis Rostock,54.2512,12.2514,18181,MV
1192.0,Asendorf,Niedersachsen,,Landkreis Diepholz,52.7722,9.0049,27330,NI
1192.0,Radevormwald,Nordrhein-Westfalen,Regierungsbezirk Köln,Oberbergischer Kreis,51.2022,7.3603,42477,NW
1192.0,Salzhemmendorf,Niedersachsen,,Hameln-Pyrmont,52.0887,9.6312,31020,NI
1191.0,Delligsen,Niedersachsen,,Landkreis Holzminden,51.9412,9.8027,31073,NI
1190.0,Bergen (Dumme) Nienbergen,Niedersachsen,,Lüchow-Dannenberg,52.861,10.9443,29468,NI
1190.0,Norderney,Niedersachsen,,Landkreis Aurich,53.7083,7.1582,26548,NI
1188.0,Arnsberg,Nordrhein-Westfalen,Reg.-Bez. Arnsberg,Hochsauerlandkreis,51.4263,7.9913,59759,NW
1186.0,Dörverden,Niedersachsen,,Landkreis Verden,52.85,9.2333,27313,NI
1186.0,Rühstädt,Brandenburg,,Landkreis Prignitz,52.9167,11.8667,19322,BB
1185.0,Penkun,Mecklenburg-Vorpommern,,Vorpommern-Greifswald,53.2969,14.2362,17328,MV
1185.0,Passee,Mecklenburg-Vorpommern,,Nordwestmecklenburg,53.9559,11.7698,23992,MV
1185.0,Soltendieck,Niedersachsen,,Uelzen,52.8737,10.7616,29594,NI
1184.0,Herford,Nordrhein-Westfalen,Reg.-Bez. Detmold,Herford,52.1337,8.6963,32049,NW
1183.0,Bielefeld,Nordrhein-Westfalen,Reg.-Bez. Detmold,"Bielefeld, Stadt",52.0707,8.6002,33729,NW
1183.0,Petershagen,Nordrhein-Westfalen,Reg.-Bez. Detmold,Minden-Lübbecke,52.3751,8.9654,32469,NW
1183.0,Bröckel,Niedersachsen,,Landkreis Celle,52.5163,10.2151,29356,NI
1181.0,Rostock,Mecklenburg-Vorpommern,,Kreisfreie Stadt Rostock,54.1282,12.1761,18146,MV
1181.0,Bad Salzuflen,Nordrhein-Westfalen,Reg.-Bez. Detmold,Lippe,52.0808,8.7505,32105,NW
1180.0,Lindwedel,Niedersachsen,,Landkreis Heidekreis,52.6078,9.6874,29690,NI
1178.0,Mildenitz,Mecklenburg-Vorpommern,,Mecklenburgische Seenplatte,53.4726,13.6417,17348,MV
1177.0,Bleckede,Niedersachsen,,Landkreis Lüneburg,53.2897,10.7337,21354,NI
1174.0,Teldau,Mecklenburg-Vorpommern,,Ludwigslust-Parchim,53.3333,10.8267,19273,MV
1174.0,Drolshagen,Nordrhein-Westfalen,Reg.-Bez. Arnsberg,Olpe,51.0236,7.7736,57489,NW
1173.0,Lauenburg/Elbe,Schleswig-Holstein,,Kreis Herzogtum Lauenburg,53.374,10.551,21481,SH
1172.0,Melle,Niedersachsen,,Landkreis Osnabrück,52.2,8.35,49328,NI
1172.0,Ohne,Niedersachsen,,Landkreis Grafschaft Bentheim,52.2667,7.2833,48465,NI
1170.0,Winsen (Luhe),Niedersachsen,,Landkreis Harburg,53.3484,10.2068,21423,NI
1170.0,Freudenberg,Nordrhein-Westfalen,Reg.-Bez. Arnsberg,Siegen-Wittgenstein,50.8974,7.8741,57258,NW
1169.0,Bremen,Bremen,,Kreisfreie Stadt Bremen,53.0441,8.9558,28307,HB
1167.0,Kirchseelte,Niedersachsen,,Landkreis Oldenburg,52.95,8.6833,27243,NI
1167.0,Klein Wesenberg,Schleswig-Holstein,,Kreis Stormarn,53.8167,10.55,23860,SH
1167.0,Tating,Schleswig-Holstein,,Kreis Nordfriesland,54.3261,8.708,25881,SH
1166.0,Hamburg Altengamme,Hamburg,,"Hamburg, Freie und Hansestadt",53.4306,10.2678,21029,HH
1165.0,Lübeck,Schleswig-Holstein,,"Lübeck, Hansestadt",53.8471,10.6845,23560,SH
1164.0,Kirchwalsede,Niedersachsen,,Rotenburg (Wümme),53.0167,9.4,27386,NI
1164.0,Steinfeld (Oldenburg),Niedersachsen,,Vechta,52.5864,8.2157,49439,NI
1163.0,Salzbergen,Niedersachsen,,Landkreis Emsland,52.3256,7.4305,48499,NI
1163.0,Wesselburenerkoog,Schleswig-Holstein,,Kreis Dithmarschen,54.25,8.8833,25764,SH
1163.0,Schwerin,Mecklenburg-Vorpommern,,Schwerin,53.6441,11.4103,19055,MV
1162.0,Langeoog,Niedersachsen,,Landkreis Wittmund,53.75,7.4833,26465,NI
1159.0,Delmenhorst,Niedersachsen,,"Delmenhorst, Stadt",53.0275,8.6385,27755,NI
1159.0,Osnabrück,Niedersachsen,,"Osnabrück, Stadt",52.244,8.0613,49082,NI
1157.0,Strukdorf,Schleswig-Holstein,,Kreis Segeberg,53.9167,10.4833,23815,SH
1157.0,Borkum,Niedersachsen,,Landkreis Leer,53.5809,6.6915,26757,NI
1156.0,Lilienthal,Niedersachsen,,Landkreis Osterholz,53.1419,8.9034,28865,NI
1156.0,Kirchnüchel,Schleswig-Holstein,,Kreis Plön,54.2,10.6833,23714,SH
1152.0,Heist,Schleswig-Holstein,,Kreis Pinneberg,53.65,9.65,25492,SH
1151.0,Jork,Niedersachsen,,Landkreis Stade,53.532,9.6808,21635,NI
1149.0,Neuendorf bei Elmshorn,Schleswig-Holstein,,Kreis Steinburg,53.7333,9.5667,25335,SH
1149.0,Wangerooge,Niedersachsen,,Landkreis Friesland,53.79,7.8994,26486,NI
1144.0,Lemwerder,Niedersachsen,,Wesermarsch,53.1667,8.6167,27809,NI
1141.0,Essen (Oldenburg),Niedersachsen,,Cloppenburg,52.7,7.9167,49632,NI
1139.0,Süderstapel,Schleswig-Holstein,,Kreis Schleswig-Flensburg,54.35,9.2167,25879,SH
1139.0,Geversdorf,Niedersachsen,,Landkreis Cuxhaven,53.8,9.0833,21784,NI
1134.0,Bremerhaven,Bremen,,"Bremerhaven, Stadt",53.5887,8.5977,27578,HB
1129.0,Kiel,Schleswig-Holstein,,Kreisfreie Stadt Kiel,54.3061,10.1448,24143,SH
1128.0,Brügge,Schleswig-Holstein,,Kreis Rendsburg-Eckernförde,54.1758,10.0691,24582,SH
1127.0,Oldenburg,Niedersachsen,,"Oldenburg (Oldenburg), Stadt",53.1267,8.2384,26135,NI
1125.0,Neumünster,Schleswig-Holstein,,Kreisfreie Stadt Neumünster,54.0614,9.9982,24539,SH
1121.0,Edewecht,Niedersachsen,,Ammerland,53.1228,8.1138,26188,NI
1119.0,Wilhelmshaven,Niedersachsen,,"Wilhelmshaven, Stadt",53.577,8.1021,26388,NI
1111.0,Emden,Niedersachsen,,"Emden, Stadt",53.3701,7.2031,26721,NI
1098.0,Flensburg,Schleswig-Holstein,,Kreisfreie Stadt Flensburg,54.7652,9.4109,24941,SH
,Jungholz,,,,47.5741,10.4472,87491,
